lemma,1830,1840,1850,sum
[SKRAELING],0.0,0.0,1.0,1.0
[SHIMMER],0.0,0.0,1.0,1.0
[CAPACE],0.0,0.0,1.0,1.0
[STOWELL],0.0,0.0,1.0,1.0
[OUTVOTING],0.0,0.0,1.0,1.0
[THWACK],0.0,0.0,1.0,1.0
[PRE-DISPOSED],0.0,0.0,1.0,1.0
[IOVED],0.0,0.0,1.0,1.0
[UNFETTERING],0.0,0.0,1.0,1.0
[CULATE],0.0,0.0,1.0,1.0
[POURRAIT],0.0,0.0,1.0,1.0
[UNDERRATED],0.0,0.0,1.0,1.0
[ISB],0.0,0.0,1.0,1.0
[BOUCHES],0.0,0.0,1.0,1.0
[PRICKLE],0.0,0.0,1.0,1.0
[DRUB],0.0,0.0,1.0,1.0
[UNCORRUPTING],0.0,0.0,1.0,1.0
[TRATING],0.0,0.0,1.0,1.0
[EMI],0.0,0.0,1.0,1.0
[WOODCUT],0.0,0.0,1.0,1.0
[REINSPIRED],0.0,0.0,1.0,1.0
[ONWE],0.0,0.0,1.0,1.0
[SLACKENING],0.0,0.0,1.0,1.0
[RE-DISCOVER],0.0,0.0,1.0,1.0
[BELL-WETHER],0.0,0.0,1.0,1.0
[DOATS],0.0,0.0,1.0,1.0
[FEDE],0.0,0.0,1.0,1.0
[UNSTOP],0.0,0.0,1.0,1.0
[RETROGADE],0.0,0.0,1.0,1.0
[ANATHEMATIZED],0.0,0.0,1.0,1.0
[HUMIDIFY],0.0,0.0,1.0,1.0
[OFJ],0.0,0.0,1.0,1.0
[DIRAIT],0.0,0.0,1.0,1.0
[RESEARCH],0.0,0.0,1.0,1.0
[OBJ],0.0,0.0,1.0,1.0
[HAULD],0.0,0.0,1.0,1.0
[ENSCONCING],0.0,0.0,1.0,1.0
[GRADATED],0.0,0.0,1.0,1.0
[M'CLINTOCK],0.0,0.0,1.0,1.0
[JOYING],0.0,0.0,1.0,1.0
[ZEKE],0.0,0.0,1.0,1.0
[FOSSILIZED],0.0,0.0,1.0,1.0
[SMAIL],0.0,0.0,1.0,1.0
[MALADE],0.0,0.0,1.0,1.0
[MOHUN],0.0,0.0,1.0,1.0
[HEUREUX],0.0,0.0,1.0,1.0
[SEMBLAIT],0.0,0.0,1.0,1.0
[ARONND],0.0,0.0,1.0,1.0
[IVING],0.0,0.0,1.0,1.0
[LOPE],0.0,0.0,1.0,1.0
[PECTINATED],0.0,0.0,1.0,1.0
[AMHERST],0.0,0.0,1.0,1.0
[SULLYS],0.0,0.0,1.0,1.0
[HUISH],0.0,0.0,1.0,1.0
[YOUNGISH],0.0,0.0,1.0,1.0
[IMMORTALISE],0.0,0.0,1.0,1.0
[HENDED],0.0,0.0,1.0,1.0
[VOYEZ],0.0,0.0,1.0,1.0
[SAINES],0.0,0.0,1.0,1.0
[SOCIATE],0.0,0.0,1.0,1.0
[LENDED],0.0,0.0,1.0,1.0
[DEMSELVES],0.0,0.0,1.0,1.0
[DRAPERIED],0.0,0.0,1.0,1.0
[BEGOT],0.0,0.0,1.0,1.0
[QUACKISH],0.0,0.0,1.0,1.0
[DHER],0.0,0.0,1.0,1.0
[L'ESPACE],0.0,0.0,1.0,1.0
[BLANKET],0.0,0.0,1.0,1.0
[CEIVES],0.0,0.0,1.0,1.0
[ADIPOSE],0.0,0.0,1.0,1.0
[HARDWICKE],0.0,0.0,1.0,1.0
[INCONNUES],0.0,0.0,1.0,1.0
[CORODED],0.0,0.0,1.0,1.0
[INGRATIATING],0.0,0.0,1.0,1.0
[BELEAGUERS],0.0,0.0,1.0,1.0
[GREENEYED],0.0,0.0,1.0,1.0
[MASS],0.0,0.0,1.0,1.0
[AMOUR],0.0,0.0,1.0,1.0
[DECENTRALIZE],0.0,0.0,1.0,1.0
[CHAFFERED],0.0,0.0,1.0,1.0
[LEEL],0.0,0.0,1.0,1.0
[TRADESPEOPLE],0.0,0.0,1.0,1.0
[ENTHRAL],0.0,0.0,1.0,1.0
[PIONEER],0.0,0.0,1.0,1.0
[AMED],0.0,0.0,1.0,1.0
[UNION],0.0,0.0,1.0,1.0
[FRIGHTING],0.0,0.0,1.0,1.0
[REERECTED],0.0,0.0,1.0,1.0
[FORSAW],0.0,0.0,1.0,1.0
[RECOMMISSIONED],0.0,0.0,1.0,1.0
[MUCHLOVED],0.0,0.0,1.0,1.0
[HAZE],0.0,0.0,1.0,1.0
[BESTREWED],0.0,0.0,1.0,1.0
[UNITORM],0.0,0.0,1.0,1.0
[INWORKING],0.0,0.0,1.0,1.0
[UNFOUND],0.0,0.0,1.0,1.0
[MISTIMED],0.0,0.0,1.0,1.0
[COMPASS],0.0,0.0,1.0,1.0
[GURGLING],0.0,0.0,1.0,1.0
[VOYAGED],0.0,0.0,1.0,1.0
[CHLOROFORMED],0.0,0.0,1.0,1.0
[CRYSTALIZE],0.0,0.0,1.0,1.0
[MONING],0.0,0.0,1.0,1.0
[IBUT],0.0,0.0,1.0,1.0
[OVERCAME],0.0,0.0,1.0,1.0
[CEUX],0.0,0.0,1.0,1.0
[LEAG],0.0,0.0,1.0,1.0
[BALLOON],0.0,0.0,1.0,1.0
[LEATHER],0.0,0.0,1.0,1.0
[ECHANGES],0.0,0.0,1.0,1.0
[DESTROV],0.0,0.0,1.0,1.0
[OUT-GROWN],0.0,0.0,1.0,1.0
[SCEND],0.0,0.0,1.0,1.0
[CATERWAUL],0.0,0.0,1.0,1.0
[PAIL],0.0,0.0,1.0,1.0
[UNMAKING],0.0,0.0,1.0,1.0
[TENAIT],0.0,0.0,1.0,1.0
[EDRESS],0.0,0.0,1.0,1.0
[OVERTOOK],0.0,0.0,1.0,1.0
[CONTORTED],0.0,0.0,1.0,1.0
[AHER],0.0,0.0,1.0,1.0
[LIND],0.0,0.0,1.0,1.0
[FORESWORE],0.0,0.0,1.0,1.0
[CRYSTALIZING],0.0,0.0,1.0,1.0
[EKERT],0.0,0.0,1.0,1.0
[ILLFOUNDED],0.0,0.0,1.0,1.0
[TOSING],0.0,0.0,1.0,1.0
[MAINLINED],0.0,0.0,1.0,1.0
[PLAGIARIZE],0.0,0.0,1.0,1.0
[CHECKMATE],0.0,0.0,1.0,1.0
[CHERT],0.0,0.0,1.0,1.0
[THEEL],0.0,0.0,1.0,1.0
[DISTAINED],0.0,0.0,1.0,1.0
[DIMISHED],0.0,0.0,1.0,1.0
[TURES],0.0,0.0,1.0,1.0
[THERERORE],0.0,0.0,1.0,1.0
[EARTH],0.0,0.0,1.0,1.0
[CLEMMONS],0.0,0.0,1.0,1.0
[MYSEL],0.0,0.0,1.0,1.0
[FLOWETH],0.0,0.0,1.0,1.0
[EVANESCING],0.0,0.0,1.0,1.0
[PERIENCED],0.0,0.0,1.0,1.0
[SPRIG],0.0,0.0,1.0,1.0
[ELD],0.0,0.0,1.0,1.0
[OVER-STIMULATE],0.0,0.0,1.0,1.0
[CAPING],0.0,0.0,1.0,1.0
[ENROBE],0.0,0.0,1.0,1.0
[OVERTAX],0.0,0.0,1.0,1.0
[MART],0.0,0.0,1.0,1.0
[UNSTIMULATING],0.0,0.0,1.0,1.0
[GEORGEL],0.0,0.0,1.0,1.0
[DOUGLASS],0.0,0.0,1.0,1.0
[PALPITATES],0.0,0.0,1.0,1.0
[COUNTERMINE],0.0,0.0,1.0,1.0
[MANDRAKE],0.0,0.0,1.0,1.0
[BERANGER],0.0,0.0,1.0,1.0
[PRETED],0.0,0.0,1.0,1.0
[TREADETH],0.0,0.0,1.0,1.0
[A-COMING],0.0,0.0,1.0,1.0
[REDINGOTES],0.0,0.0,1.0,1.0
[ILLING],0.0,0.0,1.0,1.0
[HIBIT],0.0,0.0,1.0,1.0
[EQUIPAGE],0.0,0.0,1.0,1.0
[SCRUGGS],0.0,0.0,1.0,1.0
[SPIRAL],0.0,0.0,1.0,1.0
[WHCTHER],0.0,0.0,1.0,1.0
[WEIGHT],0.0,0.0,1.0,1.0
[PLAUDED],0.0,0.0,1.0,1.0
[MOK],0.0,0.0,1.0,1.0
[TUTE],0.0,0.0,1.0,1.0
[BRAIL],0.0,0.0,1.0,1.0
[TERNI],0.0,0.0,1.0,1.0
[FRUITAGE],0.0,0.0,1.0,1.0
[ENSOULED],0.0,0.0,1.0,1.0
[FINCE],0.0,0.0,1.0,1.0
[ESPRITS],0.0,0.0,1.0,1.0
[OUTSTEPPED],0.0,0.0,1.0,1.0
[CUBE],0.0,0.0,1.0,1.0
[CENTRING],0.0,0.0,1.0,1.0
[EDES],0.0,0.0,1.0,1.0
[PREEXIST],0.0,0.0,1.0,1.0
[GRIPPEN],0.0,0.0,1.0,1.0
[RAVELED],0.0,0.0,1.0,1.0
[WALLACK],0.0,0.0,1.0,1.0
[SEMAINE],0.0,0.0,1.0,1.0
[BOBTAILED],0.0,0.0,1.0,1.0
[APOTHEOSIZED],0.0,0.0,1.0,1.0
[VEALING],0.0,0.0,1.0,1.0
[CING],0.0,0.0,1.0,1.0
[EXTEMPORIZED],0.0,0.0,1.0,1.0
[BRIL],0.0,0.0,1.0,1.0
[UNTANGLE],0.0,0.0,1.0,1.0
[STILT],0.0,0.0,1.0,1.0
[TIN],0.0,0.0,1.0,1.0
[TOT],0.0,0.0,1.0,1.0
[DUX],0.0,0.0,1.0,1.0
[THIT],0.0,0.0,1.0,1.0
[ARMORED],0.0,0.0,1.0,1.0
[GLISTERING],0.0,0.0,1.0,1.0
[RE-EXPRESS],0.0,0.0,1.0,1.0
[A-DOIN],0.0,0.0,1.0,1.0
[PERMETTAIT],0.0,0.0,1.0,1.0
[OUT'N],0.0,0.0,1.0,1.0
[NOYES],0.0,0.0,1.0,1.0
[PLAINE],0.0,0.0,1.0,1.0
[AMERICANIZED],0.0,0.0,1.0,1.0
[SUDI],0.0,0.0,1.0,1.0
[BEFOUL],0.0,0.0,1.0,1.0
[COMPANIONED],0.0,0.0,1.0,1.0
[PITCHFORK],0.0,0.0,1.0,1.0
[REHEAT],0.0,0.0,1.0,1.0
[NOURISHETH],0.0,0.0,1.0,1.0
[BAREBACKED],0.0,0.0,1.0,1.0
[ONCERNED],0.0,0.0,1.0,1.0
[EVISCERATE],0.0,0.0,1.0,1.0
[SCROLL],0.0,0.0,1.0,1.0
[UNSMITTEN],0.0,0.0,1.0,1.0
[EXFOLIATE],0.0,0.0,1.0,1.0
[SPIRED],0.0,0.0,1.0,1.0
[SOFFER],0.0,0.0,1.0,1.0
[SUPERIMPOSE],0.0,0.0,1.0,1.0
[INTERMARRIAGE],0.0,0.0,1.0,1.0
[FASCINAT-],0.0,0.0,1.0,1.0
[SHUD],0.0,0.0,1.0,1.0
[UNDERPIN],0.0,0.0,1.0,1.0
[DEMOTE],0.0,0.0,1.0,1.0
[DUNCOLORED],0.0,0.0,1.0,1.0
[RUSTICATED],0.0,0.0,1.0,1.0
[UNIL],0.0,0.0,1.0,1.0
[HURNED],0.0,0.0,1.0,1.0
[REABSORB],0.0,0.0,1.0,1.0
[TITHE],0.0,0.0,1.0,1.0
[INOT],0.0,0.0,1.0,1.0
[DOGMATIZING],0.0,0.0,1.0,1.0
[UNSETTING],0.0,0.0,1.0,1.0
[IED],0.0,0.0,1.0,1.0
[FINEGRAINED],0.0,0.0,1.0,1.0
[UNSEXING],0.0,0.0,1.0,1.0
[STICH],0.0,0.0,1.0,1.0
[OSSIFIED],0.0,0.0,1.0,1.0
[RECOATING],0.0,0.0,1.0,1.0
[SPAR],0.0,0.0,1.0,1.0
[OPPOSI],0.0,0.0,1.0,1.0
[WELLFOUNDED],0.0,0.0,1.0,1.0
[INCIPIT],0.0,0.0,1.0,1.0
[STARSTUDDED],0.0,0.0,1.0,1.0
[FAULTFINDING],0.0,0.0,1.0,1.0
[ROUGH-CAST],0.0,0.0,1.0,1.0
[UNDERLINE],0.0,0.0,1.0,1.0
[DISSERVED],0.0,0.0,1.0,1.0
[ENAMOURED],0.0,0.0,1.0,1.0
[UNDERWRITE],0.0,0.0,1.0,1.0
[BARNACLED],0.0,0.0,1.0,1.0
[ENED],0.0,0.0,1.0,1.0
[WHEROF],0.0,0.0,1.0,1.0
[DISCIDE],0.0,0.0,1.0,1.0
[GUEUX],0.0,0.0,1.0,1.0
[TJE],0.0,0.0,1.0,1.0
[HONG],0.0,0.0,1.0,1.0
[ATOUND],0.0,0.0,1.0,1.0
[HOLDFASTS],0.0,0.0,1.0,1.0
[UNBALANCED],0.0,0.0,1.0,1.0
[COM-PARING],0.0,0.0,1.0,1.0
[QUES],0.0,0.0,1.0,1.0
[CHARACTEN],0.0,0.0,1.0,1.0
[TISING],0.0,0.0,1.0,1.0
[DESART],0.0,0.0,1.0,1.0
[TIFFT],0.0,0.0,1.0,1.0
[LAMED],0.0,0.0,1.0,1.0
[GUIZOT],0.0,0.0,1.0,1.0
[GERMANIZED],0.0,0.0,1.0,1.0
[ESCALLOPED],0.0,0.0,1.0,1.0
[DICTED],0.0,0.0,1.0,1.0
[RECOG],0.0,0.0,1.0,1.0
[SOCK],0.0,0.0,1.0,1.0
[SYSTEMATIZES],0.0,0.0,1.0,1.0
[VADES],0.0,0.0,1.0,1.0
[RAREFY],0.0,0.0,1.0,1.0
[SCINTILLATES],0.0,0.0,1.0,1.0
[PUKE],0.0,0.0,1.0,1.0
[PUIPOSE],0.0,0.0,1.0,1.0
[RETRANSLATED],0.0,0.0,1.0,1.0
[TOTAUX],0.0,0.0,1.0,1.0
[CHARACTER],0.0,0.0,1.0,1.0
[FAWNS],0.0,0.0,1.0,1.0
[DISPRAISED],0.0,0.0,1.0,1.0
[REMPLIES],0.0,0.0,1.0,1.0
[FAMILIARISE],0.0,0.0,1.0,1.0
[HIDEUX],0.0,0.0,1.0,1.0
[CHANGETH],0.0,0.0,1.0,1.0
[ANGOISSES],0.0,0.0,1.0,1.0
[GOODLOOKING],0.0,0.0,1.0,1.0
[UNSTRAPPING],0.0,0.0,1.0,1.0
[THEOBALD],0.0,0.0,1.0,1.0
[ITSETH],0.0,0.0,1.0,1.0
[CONJOINT],0.0,0.0,1.0,1.0
[IMPACT],0.0,0.0,1.0,1.0
[INOW],0.0,0.0,1.0,1.0
[NOTHE],0.0,0.0,1.0,1.0
[NOTCHED],0.0,0.0,1.0,1.0
[UNFOUGHT],0.0,0.0,1.0,1.0
[EXERCICES],0.0,0.0,1.0,1.0
[TRELLISED],0.0,0.0,1.0,1.0
[TREPANNED],0.0,0.0,1.0,1.0
[INTHE],0.0,0.0,1.0,1.0
[LAUNCELOT],0.0,0.0,1.0,1.0
[WEREWRITTEN],0.0,0.0,1.0,1.0
[FECTS],0.0,0.0,1.0,1.0
[AERATED],0.0,0.0,1.0,1.0
[PANTETH],0.0,0.0,1.0,1.0
[DELIQUESCED],0.0,0.0,1.0,1.0
[SELFAPPOINTED],0.0,0.0,1.0,1.0
[DICE],0.0,0.0,1.0,1.0
[RAVELS],0.0,0.0,1.0,1.0
[MIDWINTER],0.0,0.0,1.0,1.0
[MENTING],0.0,0.0,1.0,1.0
[FREETRADE],0.0,0.0,1.0,1.0
[PREVENTTHE],0.0,0.0,1.0,1.0
[YAM],0.0,0.0,1.0,1.0
[UNAMUSING],0.0,0.0,1.0,1.0
[RASPING],0.0,0.0,1.0,1.0
[HAVE],0.0,0.0,1.0,1.0
[SPIERING],0.0,0.0,1.0,1.0
[REDHAIRED],0.0,0.0,1.0,1.0
[BLOODSMEARED],0.0,0.0,1.0,1.0
[SUFFRAGE],0.0,0.0,1.0,1.0
[SCARF],0.0,0.0,1.0,1.0
[JACKASS],0.0,0.0,1.0,1.0
[DONATE],0.0,0.0,1.0,1.0
[RECURVE],0.0,0.0,1.0,1.0
[BE-LET],0.0,0.0,1.0,1.0
[RETZ],0.0,0.0,1.0,1.0
[CESS],0.0,0.0,1.0,1.0
[TRANCED],0.0,0.0,1.0,1.0
[SHIRT],0.0,0.0,1.0,1.0
[SHELF],0.0,0.0,1.0,1.0
[G-O],0.0,0.0,1.0,1.0
[PLATEN],0.0,0.0,1.0,1.0
[TIECK],0.0,0.0,1.0,1.0
[FROMS],0.0,0.0,1.0,1.0
[BTOOD],0.0,0.0,1.0,1.0
[BEARDING],0.0,0.0,1.0,1.0
[ECTS],0.0,0.0,1.0,1.0
[FRITZ],0.0,0.0,1.0,1.0
[MORTIFICATION],0.0,0.0,1.0,1.0
[CONQ'RING],0.0,0.0,1.0,1.0
[BODED],0.0,0.0,1.0,1.0
[INSENSATE],0.0,0.0,1.0,1.0
[SPITE],0.0,0.0,1.0,1.0
[CLINED],0.0,0.0,1.0,1.0
[RE-COMMISSIONED],0.0,0.0,1.0,1.0
[REAKING],0.0,0.0,1.0,1.0
[ENTREZ],0.0,0.0,1.0,1.0
[DISINFECT],0.0,0.0,1.0,1.0
[INDRAWING],0.0,0.0,1.0,1.0
[CIDED],0.0,0.0,1.0,1.0
[YONR],0.0,0.0,1.0,1.0
[EML],0.0,0.0,1.0,1.0
[REGRAFTED],0.0,0.0,1.0,1.0
[INTERMESH],0.0,0.0,1.0,1.0
[UZ],0.0,0.0,1.0,1.0
[STIPPLE],0.0,0.0,1.0,1.0
[VAILED],0.0,0.0,1.0,1.0
[TAMUL],0.0,0.0,1.0,1.0
[JOLIES],0.0,0.0,1.0,1.0
[DEBAUCHED],0.0,0.0,1.0,1.0
[BOOKMAKING],0.0,0.0,1.0,1.0
[FRIZZLED],0.0,0.0,1.0,1.0
[BBUT],0.0,0.0,1.0,1.0
[FIILL],0.0,0.0,1.0,1.0
[RELEGATE],0.0,0.0,1.0,1.0
[FROW],0.0,0.0,1.0,1.0
[STOKE],0.0,0.0,1.0,1.0
[MARTELL],0.0,0.0,1.0,1.0
[PERMETTEZ],0.0,0.0,1.0,1.0
[TRAYING],0.0,0.0,1.0,1.0
[SPOOL],0.0,0.0,1.0,1.0
[INEL],0.0,0.0,1.0,1.0
[TYKE],0.0,0.0,1.0,1.0
[APPALED],0.0,0.0,1.0,1.0
[DIFF],0.0,0.0,1.0,1.0
[UPAND],0.0,0.0,1.0,1.0
[FODDERED],0.0,0.0,1.0,1.0
[DISCOURS],0.0,0.0,1.0,1.0
[SINEWS],0.0,0.0,1.0,1.0
[FOSSILIZE],0.0,0.0,1.0,1.0
[TOUGHEN],0.0,0.0,1.0,1.0
[LIBET],0.0,0.0,1.0,1.0
[WOUL],0.0,0.0,1.0,1.0
[RE-INVESTIGATE],0.0,0.0,1.0,1.0
[YCLEPT],0.0,0.0,1.0,1.0
[FOZ],0.0,0.0,1.0,1.0
[INDIVIDUATE],0.0,0.0,1.0,1.0
[ELP],0.0,0.0,1.0,1.0
[LIEUT],0.0,0.0,1.0,1.0
[SNOW-BALL],0.0,0.0,1.0,1.0
[CONVE],0.0,0.0,1.0,1.0
[DOWERED],0.0,0.0,1.0,1.0
[COURAGE],0.0,0.0,1.0,1.0
[SUPERABOUNDING],0.0,0.0,1.0,1.0
[ZEITUNG],0.0,0.0,1.0,1.0
[TIGHTENING],0.0,0.0,1.0,1.0
[TERESTED],0.0,0.0,1.0,1.0
[TRANCE],0.0,0.0,1.0,1.0
[IMPERATRICE],0.0,0.0,1.0,1.0
[GRIMSHAW],0.0,0.0,1.0,1.0
[REEXAMINE],0.0,0.0,1.0,1.0
[PROLATE],0.0,0.0,1.0,1.0
[JOUST],0.0,0.0,1.0,1.0
[CONTEM],0.0,0.0,1.0,1.0
[SOUGH],0.0,0.0,1.0,1.0
[SOLING],0.0,0.0,1.0,1.0
[VENEERING],0.0,0.0,1.0,1.0
[SAJ],0.0,0.0,1.0,1.0
[PONTIFICATE],0.0,0.0,1.0,1.0
[GIBBETING],0.0,0.0,1.0,1.0
[JIG],0.0,0.0,1.0,1.0
[RE-ARREST],0.0,0.0,1.0,1.0
[PREMEDITATE],0.0,0.0,1.0,1.0
[VEYED],0.0,0.0,1.0,1.0
[ITTLE],0.0,0.0,1.0,1.0
[APPARTENAIT],0.0,0.0,1.0,1.0
[AROTIND],0.0,0.0,1.0,1.0
[EATHER],0.0,0.0,1.0,1.0
[MIRING],0.0,0.0,1.0,1.0
[PEUT],0.0,0.0,1.0,1.0
[FUE],0.0,0.0,1.0,1.0
[JOINTURE],0.0,0.0,1.0,1.0
[RE-BAPTIZED],0.0,0.0,1.0,1.0
[THUCYDIDES],0.0,0.0,1.0,1.0
[VAGS],0.0,0.0,1.0,1.0
[REVUE],0.0,0.0,1.0,1.0
[BUNCH],0.0,0.0,1.0,1.0
[SMOLDER],0.0,0.0,1.0,1.0
[L-O-S-T],0.0,0.0,1.0,1.0
[ISTERED],0.0,0.0,1.0,1.0
[ZON],0.0,0.0,1.0,1.0
[LATHING],0.0,0.0,1.0,1.0
[DEPRESSING],0.0,0.0,1.0,1.0
[EMS],0.0,0.0,1.0,1.0
[BAHL],0.0,0.0,1.0,1.0
[ENGRAILED-ARE],0.0,0.0,1.0,1.0
[INTERET],0.0,0.0,1.0,1.0
[COGNATE],0.0,0.0,1.0,1.0
[FEOM],0.0,0.0,1.0,1.0
[UNDOUBT],0.0,0.0,1.0,1.0
[RENOMINATE],0.0,0.0,1.0,1.0
[REENCOUNTERED],0.0,0.0,1.0,1.0
[MAGGIORE],0.0,0.0,1.0,1.0
[AUSED],0.0,0.0,1.0,1.0
[THEART],0.0,0.0,1.0,1.0
[MUMMIFIED],0.0,0.0,1.0,1.0
[NEARL],0.0,0.0,1.0,1.0
[OUTBREAKING],0.0,0.0,1.0,1.0
[STUB],0.0,0.0,1.0,1.0
[OUVERTS],0.0,0.0,1.0,1.0
[SCISSORS],0.0,0.0,1.0,1.0
[FARSEEING],0.0,0.0,1.0,1.0
[SPISE],0.0,0.0,1.0,1.0
[TRUMBULL],0.0,0.0,1.0,1.0
[REVENGES],0.0,0.0,1.0,1.0
[BUZ],0.0,0.0,1.0,1.0
[JARVES],0.0,0.0,1.0,1.0
[LONGWINDED],0.0,0.0,1.0,1.0
[OVER-CELEBRATED],0.0,0.0,1.0,1.0
[APOLOGISE],0.0,0.0,1.0,1.0
[HALFOPEN],0.0,0.0,1.0,1.0
[WATERSOAKED],0.0,0.0,1.0,1.0
[ITSEL],0.0,0.0,1.0,1.0
[UNSINKING],0.0,0.0,1.0,1.0
[IAND],0.0,0.0,1.0,1.0
[WOED],0.0,0.0,1.0,1.0
[CONTINUEZ],0.0,0.0,1.0,1.0
[MEYERBEER],0.0,0.0,1.0,1.0
[FALT'RING],0.0,0.0,1.0,1.0
[IB],0.0,0.0,1.0,1.0
[PILLAR],0.0,0.0,1.0,1.0
[EXPIATES],0.0,0.0,1.0,1.0
[DEPHLOGISTICATED],0.0,0.0,1.0,1.0
[CLUDES],0.0,0.0,1.0,1.0
[SCHWARTS],0.0,0.0,1.0,1.0
[GENERALL],0.0,0.0,1.0,1.0
[AGRICUL],0.0,0.0,1.0,1.0
[HECTOR],0.0,0.0,1.0,1.0
[ORPHAN],0.0,0.0,1.0,1.0
[MISRECOLLECT],0.0,0.0,1.0,1.0
[SULTER],0.0,0.0,1.0,1.0
[SPRINGE],0.0,0.0,1.0,1.0
[RE-EDUCATE],0.0,0.0,1.0,1.0
[VANDYCK],0.0,0.0,1.0,1.0
[LIM],0.0,0.0,1.0,1.0
[CISES],0.0,0.0,1.0,1.0
[ATTEMPTED],0.0,0.0,1.0,1.0
[WORRIT],0.0,0.0,1.0,1.0
[SECLUDES],0.0,0.0,1.0,1.0
[MISTIME],0.0,0.0,1.0,1.0
[THEREABOUT],0.0,0.0,1.0,1.0
[VALEAT],0.0,0.0,1.0,1.0
[SNUGGLE],0.0,0.0,1.0,1.0
[RE-ASSUMING],0.0,0.0,1.0,1.0
[TIGE],0.0,0.0,1.0,1.0
[KELLETT],0.0,0.0,1.0,1.0
[CAPE],0.0,0.0,1.0,1.0
[FOAL],0.0,0.0,1.0,1.0
[AETHER],0.0,0.0,1.0,1.0
[DOTAGE],0.0,0.0,1.0,1.0
[FETE],0.0,0.0,1.0,1.0
[TORM],0.0,0.0,1.0,1.0
[RECURVED],0.0,0.0,1.0,1.0
[PROVENDER],0.0,0.0,1.0,1.0
[ACOMPLISHED],0.0,0.0,1.0,1.0
[VAGUES],0.0,0.0,1.0,1.0
[TILS],0.0,0.0,1.0,1.0
[UNHORSE],0.0,0.0,1.0,1.0
[FOLIES],0.0,0.0,1.0,1.0
[VETOES],0.0,0.0,1.0,1.0
[DETERMING],0.0,0.0,1.0,1.0
[PECTS],0.0,0.0,1.0,1.0
[HYPOTHE],0.0,0.0,1.0,1.0
[SORBED],0.0,0.0,1.0,1.0
[STERILIZE],0.0,0.0,1.0,1.0
[OVER-RIPENING],0.0,0.0,1.0,1.0
[SYS],0.0,0.0,1.0,1.0
[MERVEILLEUX],0.0,0.0,1.0,1.0
[TRANSMIGRATED],0.0,0.0,1.0,1.0
[ENWRAPPING],0.0,0.0,1.0,1.0
[INTERACT],0.0,0.0,1.0,1.0
[EMPURPLED],0.0,0.0,1.0,1.0
[SAIDE],0.0,0.0,1.0,1.0
[SHAW],0.0,0.0,1.0,1.0
[ADVERTIZED],0.0,0.0,1.0,1.0
[LOTTED],0.0,0.0,1.0,1.0
[ROVIDED],0.0,0.0,1.0,1.0
[CLOKE],0.0,0.0,1.0,1.0
[VISAGE],0.0,0.0,1.0,1.0
[GRISWOLD],0.0,0.0,1.0,1.0
[PREORDAIN],0.0,0.0,1.0,1.0
[PALSYING],0.0,0.0,1.0,1.0
[COUR],0.0,0.0,1.0,1.0
[MAGYAR],0.0,0.0,1.0,1.0
[BORROWETH],0.0,0.0,1.0,1.0
[PAINTER],0.0,0.0,1.0,1.0
[PECTING],0.0,0.0,1.0,1.0
[HOAR],0.0,0.0,1.0,1.0
[COMPATRIOT],0.0,0.0,1.0,1.0
[AFORENAMED],0.0,0.0,1.0,1.0
[COZEN],0.0,0.0,1.0,1.0
[IIX],0.0,0.0,1.0,1.0
[WAINSCOTED],0.0,0.0,1.0,1.0
[WORRING],0.0,0.0,1.0,1.0
[RELIGHTED],0.0,0.0,1.0,1.0
[BEWAILED],0.0,0.0,1.0,1.0
[CASCADE],0.0,0.0,1.0,1.0
[DRUDGED],0.0,0.0,1.0,1.0
[SUNS],0.0,0.0,1.0,1.0
[DISINTEGRATING],0.0,0.0,1.0,1.0
[UNKNOW],0.0,0.0,1.0,1.0
[BUT],0.0,0.0,1.0,1.0
[ANTIL],0.0,0.0,1.0,1.0
[MAELZEL],0.0,0.0,1.0,1.0
[ERCISE],0.0,0.0,1.0,1.0
[HADE],0.0,0.0,1.0,1.0
[NORMAND],0.0,0.0,1.0,1.0
[CROISE],0.0,0.0,1.0,1.0
[DEFOLIATE],0.0,0.0,1.0,1.0
[ENKINDLES],0.0,0.0,1.0,1.0
[SCANTLING],0.0,0.0,1.0,1.0
[SPELLBOUND],0.0,0.0,1.0,1.0
[CALCINE],0.0,0.0,1.0,1.0
[ATCHED],0.0,0.0,1.0,1.0
[RESSORTS],0.0,0.0,1.0,1.0
[SWIVEL],0.0,0.0,1.0,1.0
[REUSE],0.0,0.0,1.0,1.0
[GRADED],0.0,0.0,1.0,1.0
[SKIFF],0.0,0.0,1.0,1.0
[RECONVERTED],0.0,0.0,1.0,1.0
[SCENDED],0.0,0.0,1.0,1.0
[KINK],0.0,0.0,1.0,1.0
[ITALIANIZED],0.0,0.0,1.0,1.0
[ENROBING],0.0,0.0,1.0,1.0
[CABLE],0.0,0.0,1.0,1.0
[PREARRANGED],0.0,0.0,1.0,1.0
[COIT],0.0,0.0,1.0,1.0
[VALDEZ],0.0,0.0,1.0,1.0
[COOLED],0.0,0.0,1.0,1.0
[RE-VISIT],0.0,0.0,1.0,1.0
[SOLDAT],0.0,0.0,1.0,1.0
[SCRIMP],0.0,0.0,1.0,1.0
[SIBILATE],0.0,0.0,1.0,1.0
[NEGATE],0.0,0.0,1.0,1.0
[SCOW],0.0,0.0,1.0,1.0
